Teff,BCj,BCv,BC_Gp,U_Gp,B_Gp,Gp_V,Gp_Rc,Gp_Ic,Gp_T,Bp_Gp,Gp_Rp,Gp_J,Gp_H,Gp_K,BCje,BCve,BC_Gpe,U_Gpe,B_Gpe,Gp_Ve,Gp_Rce,Gp_Ice,Gp_Te,Bp_Gpe,Gp_Rpe,Gp_Je,Gp_He,Gp_Ke
8750.0,0.093,0.001,-0.016,0.1,0.066,0.017,0.052,0.081,0.067,0.029,0.054,0.111,0.128,0.133,0.006,0.003,0.004,0.004,0.005,0.0,0.002,0.004,0.003,0.002,0.003,0.005,0.006,0.006
8800.0,0.077,-0.006,-0.023,0.091,0.059,0.018,0.049,0.075,0.062,0.026,0.048,0.101,0.116,0.121,0.007,0.003,0.004,0.004,0.005,0.001,0.002,0.004,0.003,0.002,0.003,0.005,0.006,0.006
8850.0,0.06,-0.012,-0.031,0.081,0.054,0.018,0.047,0.07,0.058,0.024,0.044,0.092,0.104,0.109,0.007,0.003,0.004,0.005,0.005,0.0,0.002,0.005,0.003,0.002,0.004,0.006,0.007,0.007
8900.0,0.044,-0.02,-0.039,0.072,0.049,0.019,0.045,0.065,0.054,0.022,0.039,0.083,0.094,0.099,0.006,0.003,0.004,0.004,0.003,0.0,0.001,0.003,0.002,0.001,0.003,0.005,0.006,0.005
8950.0,0.028,-0.027,-0.045,0.063,0.043,0.019,0.042,0.06,0.049,0.019,0.035,0.074,0.083,0.087,0.006,0.003,0.004,0.004,0.005,0.0,0.002,0.004,0.003,0.002,0.003,0.006,0.007,0.008
9000.0,0.009,-0.035,-0.054,0.052,0.038,0.02,0.04,0.054,0.045,0.017,0.03,0.066,0.073,0.076,0.006,0.003,0.003,0.005,0.004,0.0,0.002,0.004,0.003,0.002,0.003,0.005,0.006,0.006
9050.0,-0.006,-0.043,-0.062,0.043,0.033,0.02,0.037,0.049,0.041,0.015,0.026,0.058,0.064,0.066,0.007,0.004,0.005,0.004,0.004,0.0,0.002,0.004,0.003,0.001,0.003,0.004,0.005,0.005
9100.0,-0.02,-0.051,-0.069,0.035,0.028,0.02,0.035,0.045,0.038,0.013,0.022,0.051,0.055,0.057,0.006,0.003,0.003,0.004,0.004,0.0,0.002,0.004,0.003,0.002,0.003,0.004,0.005,0.005
9150.0,-0.038,-0.06,-0.079,0.025,0.023,0.021,0.033,0.041,0.034,0.011,0.018,0.043,0.046,0.047,0.006,0.003,0.003,0.004,0.003,0.0,0.001,0.003,0.002,0.001,0.002,0.004,0.004,0.004
9200.0,-0.056,-0.069,-0.088,0.015,0.018,0.021,0.031,0.036,0.03,0.009,0.015,0.035,0.036,0.037,0.006,0.003,0.004,0.005,0.004,0.0,0.002,0.003,0.003,0.002,0.003,0.004,0.005,0.005
9250.0,-0.069,-0.077,-0.096,0.006,0.015,0.021,0.029,0.032,0.027,0.007,0.011,0.028,0.028,0.028,0.006,0.003,0.003,0.006,0.003,0.0,0.001,0.003,0.002,0.001,0.002,0.004,0.005,0.005
9300.0,-0.086,-0.086,-0.106,-0.003,0.01,0.021,0.027,0.028,0.023,0.005,0.008,0.021,0.019,0.02,0.006,0.003,0.004,0.005,0.003,0.0,0.001,0.003,0.002,0.001,0.002,0.004,0.004,0.004
9350.0,-0.103,-0.095,-0.115,-0.013,0.006,0.021,0.025,0.024,0.02,0.003,0.004,0.014,0.011,0.011,0.006,0.003,0.004,0.004,0.003,0.0,0.001,0.002,0.002,0.001,0.002,0.003,0.003,0.003
9400.0,-0.118,-0.105,-0.124,-0.022,0.002,0.021,0.023,0.02,0.017,0.002,0.001,0.007,0.003,0.002,0.007,0.004,0.004,0.006,0.003,0.0,0.002,0.003,0.002,0.001,0.003,0.004,0.005,0.005
9450.0,-0.133,-0.114,-0.134,-0.031,-0.002,0.021,0.022,0.017,0.014,0.0,-0.002,0.002,-0.004,-0.005,0.006,0.004,0.004,0.005,0.002,0.0,0.001,0.002,0.002,0.001,0.002,0.003,0.004,0.004
9500.0,-0.15,-0.124,-0.143,-0.041,-0.006,0.021,0.02,0.013,0.01,-0.002,-0.006,-0.006,-0.012,-0.014,0.005,0.004,0.004,0.005,0.003,0.0,0.001,0.003,0.002,0.001,0.002,0.003,0.003,0.003
9550.0,-0.166,-0.134,-0.153,-0.05,-0.009,0.021,0.018,0.009,0.008,-0.003,-0.008,-0.012,-0.019,-0.022,0.006,0.003,0.003,0.005,0.003,0.0,0.001,0.002,0.002,0.001,0.002,0.003,0.004,0.004
9600.0,-0.18,-0.142,-0.162,-0.058,-0.013,0.021,0.017,0.006,0.005,-0.004,-0.011,-0.017,-0.026,-0.029,0.007,0.004,0.004,0.005,0.002,0.0,0.001,0.002,0.002,0.001,0.002,0.003,0.004,0.004
9650.0,-0.197,-0.153,-0.173,-0.068,-0.016,0.021,0.015,0.003,0.002,-0.006,-0.014,-0.024,-0.033,-0.037,0.006,0.004,0.004,0.005,0.002,0.0,0.001,0.002,0.001,0.001,0.001,0.003,0.003,0.003
9700.0,-0.213,-0.163,-0.183,-0.077,-0.02,0.021,0.013,-0.001,-0.001,-0.007,-0.017,-0.03,-0.04,-0.044,0.006,0.004,0.003,0.004,0.002,0.0,0.001,0.002,0.001,0.001,0.001,0.002,0.003,0.003
9750.0,-0.228,-0.173,-0.191,-0.086,-0.023,0.021,0.012,-0.004,-0.003,-0.009,-0.02,-0.035,-0.047,-0.051,0.006,0.004,0.004,0.006,0.002,0.0,0.001,0.002,0.002,0.001,0.002,0.003,0.004,0.004
9800.0,-0.243,-0.182,-0.202,-0.094,-0.026,0.021,0.01,-0.006,-0.006,-0.01,-0.022,-0.04,-0.053,-0.058,0.005,0.003,0.003,0.004,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.003
9850.0,-0.261,-0.194,-0.213,-0.104,-0.029,0.021,0.009,-0.01,-0.009,-0.012,-0.025,-0.047,-0.06,-0.066,0.006,0.004,0.004,0.004,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003
9900.0,-0.274,-0.203,-0.222,-0.114,-0.032,0.02,0.007,-0.013,-0.011,-0.013,-0.028,-0.052,-0.066,-0.073,0.006,0.004,0.004,0.005,0.002,0.0,0.001,0.002,0.001,0.001,0.002,0.003,0.002,0.003
9950.0,-0.288,-0.212,-0.231,-0.121,-0.035,0.02,0.006,-0.015,-0.013,-0.014,-0.03,-0.057,-0.072,-0.078,0.005,0.004,0.003,0.004,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.003
10000.0,-0.305,-0.223,-0.242,-0.131,-0.038,0.02,0.004,-0.018,-0.016,-0.015,-0.032,-0.062,-0.078,-0.086,0.005,0.003,0.004,0.004,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002
10050.0,-0.321,-0.234,-0.253,-0.141,-0.041,0.02,0.003,-0.021,-0.018,-0.017,-0.035,-0.068,-0.085,-0.093,0.006,0.004,0.005,0.006,0.002,0.0,0.001,0.002,0.002,0.001,0.002,0.003,0.003,0.003
10100.0,-0.334,-0.243,-0.261,-0.148,-0.043,0.02,0.002,-0.023,-0.02,-0.018,-0.037,-0.072,-0.09,-0.099,0.006,0.004,0.003,0.005,0.002,0.0,0.001,0.002,0.001,0.001,0.001,0.002,0.003,0.003
10150.0,-0.35,-0.254,-0.272,-0.157,-0.046,0.019,0.001,-0.026,-0.023,-0.019,-0.039,-0.077,-0.096,-0.105,0.005,0.004,0.003,0.004,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.003
10200.0,-0.366,-0.265,-0.282,-0.166,-0.048,0.019,-0.001,-0.029,-0.025,-0.02,-0.041,-0.083,-0.102,-0.112,0.005,0.004,0.004,0.004,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003
10250.0,-0.379,-0.274,-0.291,-0.174,-0.051,0.019,-0.002,-0.031,-0.027,-0.021,-0.043,-0.087,-0.107,-0.118,0.005,0.004,0.004,0.005,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003
10300.0,-0.394,-0.284,-0.301,-0.183,-0.053,0.019,-0.003,-0.033,-0.029,-0.022,-0.045,-0.092,-0.113,-0.124,0.005,0.004,0.004,0.005,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.003
10350.0,-0.409,-0.295,-0.312,-0.192,-0.055,0.019,-0.004,-0.036,-0.031,-0.023,-0.047,-0.096,-0.118,-0.13,0.005,0.004,0.004,0.005,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003
10400.0,-0.424,-0.305,-0.322,-0.201,-0.057,0.018,-0.005,-0.038,-0.033,-0.024,-0.049,-0.101,-0.124,-0.136,0.006,0.004,0.004,0.004,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002
10450.0,-0.438,-0.316,-0.331,-0.21,-0.06,0.018,-0.006,-0.04,-0.035,-0.026,-0.051,-0.106,-0.129,-0.142,0.006,0.004,0.004,0.005,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003
10500.0,-0.451,-0.324,-0.341,-0.217,-0.061,0.018,-0.007,-0.042,-0.036,-0.026,-0.053,-0.11,-0.133,-0.147,0.005,0.004,0.003,0.004,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.002,0.002,0.002
10550.0,-0.466,-0.335,-0.352,-0.227,-0.064,0.018,-0.009,-0.044,-0.038,-0.027,-0.055,-0.114,-0.139,-0.153,0.005,0.003,0.004,0.004,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.002,0.002,0.002
10600.0,-0.481,-0.346,-0.361,-0.237,-0.066,0.017,-0.01,-0.047,-0.041,-0.028,-0.057,-0.119,-0.145,-0.159,0.007,0.004,0.005,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003
10650.0,-0.494,-0.355,-0.371,-0.243,-0.067,0.017,-0.01,-0.048,-0.042,-0.029,-0.058,-0.123,-0.148,-0.163,0.005,0.004,0.003,0.005,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002
10700.0,-0.509,-0.366,-0.382,-0.252,-0.069,0.017,-0.012,-0.05,-0.044,-0.03,-0.06,-0.127,-0.154,-0.169,0.005,0.004,0.004,0.003,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.002,0.002,0.002
10750.0,-0.522,-0.375,-0.391,-0.261,-0.071,0.016,-0.013,-0.052,-0.046,-0.031,-0.062,-0.131,-0.158,-0.174,0.005,0.004,0.004,0.005,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002
10800.0,-0.536,-0.385,-0.401,-0.268,-0.073,0.016,-0.013,-0.054,-0.047,-0.032,-0.063,-0.135,-0.163,-0.179,0.005,0.004,0.004,0.004,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.002,0.002,0.002
10850.0,-0.551,-0.396,-0.411,-0.278,-0.075,0.016,-0.014,-0.056,-0.049,-0.033,-0.065,-0.139,-0.168,-0.185,0.005,0.004,0.004,0.004,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.002,0.002
10900.0,-0.564,-0.406,-0.421,-0.285,-0.076,0.016,-0.015,-0.058,-0.05,-0.034,-0.067,-0.143,-0.172,-0.19,0.005,0.004,0.004,0.004,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.002,0.002,0.002
10950.0,-0.577,-0.416,-0.43,-0.294,-0.078,0.015,-0.016,-0.06,-0.052,-0.035,-0.068,-0.147,-0.177,-0.195,0.006,0.004,0.004,0.004,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.002,0.002,0.002
11000.0,-0.593,-0.427,-0.441,-0.302,-0.08,0.015,-0.017,-0.061,-0.054,-0.036,-0.07,-0.151,-0.181,-0.2,0.004,0.003,0.003,0.003,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.002
11050.0,-0.603,-0.435,-0.449,-0.308,-0.081,0.015,-0.018,-0.063,-0.055,-0.036,-0.071,-0.154,-0.185,-0.204,0.004,0.003,0.003,0.004,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.002,0.002,0.002
11100.0,-0.617,-0.445,-0.459,-0.318,-0.083,0.015,-0.019,-0.065,-0.057,-0.037,-0.073,-0.159,-0.19,-0.21,0.006,0.004,0.004,0.005,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.002,0.002,0.002
11150.0,-0.633,-0.457,-0.47,-0.326,-0.084,0.014,-0.02,-0.066,-0.058,-0.038,-0.074,-0.162,-0.195,-0.214,0.004,0.003,0.003,0.004,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.002,0.002
11200.0,-0.644,-0.464,-0.478,-0.333,-0.085,0.014,-0.02,-0.068,-0.059,-0.039,-0.075,-0.165,-0.198,-0.218,0.004,0.003,0.003,0.004,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.002
11250.0,-0.657,-0.475,-0.488,-0.342,-0.087,0.014,-0.021,-0.069,-0.061,-0.039,-0.077,-0.17,-0.203,-0.224,0.005,0.004,0.004,0.005,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.002,0.002,0.002
11300.0,-0.672,-0.486,-0.499,-0.349,-0.088,0.014,-0.022,-0.071,-0.062,-0.04,-0.079,-0.173,-0.207,-0.228,0.005,0.004,0.004,0.004,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.002
11350.0,-0.684,-0.494,-0.507,-0.357,-0.089,0.013,-0.023,-0.072,-0.064,-0.041,-0.08,-0.176,-0.211,-0.232,0.005,0.003,0.004,0.005,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.002
11400.0,-0.697,-0.505,-0.517,-0.364,-0.09,0.013,-0.023,-0.074,-0.065,-0.042,-0.081,-0.18,-0.215,-0.237,0.004,0.003,0.003,0.004,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.002
11450.0,-0.71,-0.515,-0.527,-0.373,-0.092,0.013,-0.024,-0.075,-0.067,-0.042,-0.082,-0.184,-0.218,-0.242,0.006,0.005,0.004,0.003,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002
11500.0,-0.722,-0.524,-0.535,-0.38,-0.093,0.012,-0.025,-0.076,-0.068,-0.043,-0.083,-0.186,-0.222,-0.245,0.005,0.004,0.003,0.005,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.002,0.002,0.002
11550.0,-0.736,-0.534,-0.546,-0.387,-0.094,0.012,-0.025,-0.078,-0.069,-0.044,-0.085,-0.19,-0.226,-0.25,0.003,0.002,0.003,0.004,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002
11600.0,-0.749,-0.544,-0.556,-0.396,-0.095,0.012,-0.026,-0.079,-0.07,-0.044,-0.086,-0.193,-0.23,-0.254,0.005,0.004,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
11650.0,-0.76,-0.553,-0.564,-0.403,-0.096,0.012,-0.027,-0.081,-0.071,-0.045,-0.087,-0.196,-0.233,-0.258,0.006,0.004,0.004,0.005,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.002
11700.0,-0.774,-0.563,-0.574,-0.41,-0.097,0.012,-0.027,-0.082,-0.073,-0.046,-0.088,-0.199,-0.237,-0.262,0.004,0.003,0.004,0.004,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002
11750.0,-0.787,-0.574,-0.584,-0.418,-0.098,0.011,-0.028,-0.083,-0.074,-0.047,-0.09,-0.203,-0.241,-0.267,0.005,0.004,0.004,0.005,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002
11800.0,-0.799,-0.583,-0.594,-0.425,-0.099,0.011,-0.029,-0.084,-0.075,-0.047,-0.091,-0.206,-0.244,-0.27,0.005,0.004,0.003,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
11850.0,-0.811,-0.592,-0.603,-0.432,-0.1,0.011,-0.029,-0.086,-0.076,-0.048,-0.092,-0.209,-0.248,-0.275,0.004,0.003,0.003,0.004,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002
11900.0,-0.824,-0.602,-0.612,-0.439,-0.101,0.01,-0.03,-0.087,-0.078,-0.048,-0.093,-0.212,-0.251,-0.278,0.004,0.004,0.003,0.004,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.002,0.002
11950.0,-0.836,-0.611,-0.621,-0.446,-0.102,0.01,-0.031,-0.088,-0.079,-0.049,-0.094,-0.215,-0.255,-0.282,0.005,0.004,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12000.0,-0.849,-0.621,-0.631,-0.454,-0.103,0.01,-0.031,-0.089,-0.08,-0.05,-0.095,-0.218,-0.258,-0.286,0.005,0.004,0.004,0.004,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002
12050.0,-0.861,-0.631,-0.64,-0.46,-0.104,0.01,-0.032,-0.091,-0.081,-0.05,-0.096,-0.221,-0.262,-0.29,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12100.0,-0.874,-0.64,-0.649,-0.467,-0.105,0.009,-0.033,-0.092,-0.082,-0.051,-0.097,-0.224,-0.265,-0.294,0.004,0.003,0.003,0.004,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002
12150.0,-0.885,-0.65,-0.658,-0.474,-0.106,0.009,-0.033,-0.093,-0.083,-0.052,-0.098,-0.227,-0.268,-0.297,0.005,0.004,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12200.0,-0.897,-0.66,-0.668,-0.481,-0.107,0.009,-0.034,-0.094,-0.084,-0.052,-0.1,-0.23,-0.272,-0.301,0.005,0.003,0.004,0.005,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002
12250.0,-0.91,-0.669,-0.678,-0.487,-0.108,0.009,-0.034,-0.095,-0.086,-0.053,-0.101,-0.233,-0.275,-0.305,0.004,0.003,0.003,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12300.0,-0.921,-0.678,-0.686,-0.494,-0.109,0.008,-0.035,-0.096,-0.087,-0.053,-0.102,-0.235,-0.278,-0.308,0.004,0.003,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12350.0,-0.934,-0.688,-0.696,-0.501,-0.11,0.008,-0.036,-0.097,-0.088,-0.054,-0.103,-0.239,-0.281,-0.312,0.004,0.003,0.004,0.005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12400.0,-0.946,-0.698,-0.705,-0.507,-0.11,0.008,-0.036,-0.098,-0.089,-0.055,-0.104,-0.241,-0.284,-0.315,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002
12450.0,-0.957,-0.706,-0.714,-0.514,-0.111,0.008,-0.037,-0.1,-0.09,-0.055,-0.105,-0.244,-0.287,-0.319,0.004,0.003,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12500.0,-0.97,-0.716,-0.724,-0.52,-0.112,0.007,-0.037,-0.101,-0.091,-0.056,-0.106,-0.247,-0.291,-0.322,0.005,0.004,0.003,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12550.0,-0.982,-0.726,-0.733,-0.526,-0.113,0.007,-0.038,-0.102,-0.092,-0.056,-0.107,-0.249,-0.294,-0.325,0.005,0.004,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12600.0,-0.993,-0.735,-0.741,-0.533,-0.113,0.007,-0.038,-0.103,-0.093,-0.057,-0.108,-0.252,-0.297,-0.329,0.004,0.003,0.003,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12650.0,-1.005,-0.745,-0.751,-0.539,-0.114,0.007,-0.039,-0.104,-0.094,-0.057,-0.109,-0.254,-0.3,-0.332,0.005,0.004,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12700.0,-1.016,-0.753,-0.76,-0.545,-0.115,0.007,-0.039,-0.105,-0.095,-0.058,-0.109,-0.257,-0.302,-0.335,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12750.0,-1.03,-0.764,-0.77,-0.551,-0.116,0.006,-0.04,-0.106,-0.096,-0.059,-0.111,-0.26,-0.306,-0.339,0.004,0.004,0.003,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12800.0,-1.04,-0.772,-0.778,-0.557,-0.116,0.006,-0.04,-0.107,-0.097,-0.059,-0.111,-0.262,-0.308,-0.342,0.004,0.003,0.003,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12850.0,-1.052,-0.782,-0.787,-0.563,-0.117,0.006,-0.041,-0.108,-0.098,-0.06,-0.112,-0.265,-0.311,-0.345,0.004,0.003,0.003,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12900.0,-1.064,-0.791,-0.796,-0.569,-0.118,0.006,-0.042,-0.109,-0.099,-0.06,-0.113,-0.267,-0.314,-0.348,0.005,0.004,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
12950.0,-1.075,-0.8,-0.805,-0.575,-0.119,0.005,-0.042,-0.11,-0.1,-0.061,-0.114,-0.27,-0.317,-0.351,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13000.0,-1.087,-0.81,-0.815,-0.581,-0.119,0.005,-0.043,-0.111,-0.101,-0.061,-0.115,-0.272,-0.32,-0.355,0.004,0.003,0.003,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13050.0,-1.098,-0.819,-0.823,-0.586,-0.12,0.005,-0.043,-0.112,-0.102,-0.062,-0.116,-0.275,-0.322,-0.358,0.004,0.003,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13100.0,-1.109,-0.828,-0.832,-0.592,-0.121,0.005,-0.044,-0.113,-0.103,-0.062,-0.117,-0.277,-0.325,-0.361,0.004,0.003,0.003,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13150.0,-1.121,-0.837,-0.841,-0.597,-0.122,0.005,-0.044,-0.114,-0.104,-0.063,-0.118,-0.28,-0.328,-0.364,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13200.0,-1.131,-0.846,-0.85,-0.603,-0.122,0.004,-0.045,-0.115,-0.105,-0.063,-0.119,-0.282,-0.331,-0.367,0.004,0.003,0.004,0.005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13250.0,-1.144,-0.856,-0.86,-0.608,-0.123,0.004,-0.045,-0.116,-0.106,-0.064,-0.12,-0.284,-0.333,-0.37,0.004,0.003,0.004,0.005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13300.0,-1.154,-0.865,-0.868,-0.614,-0.124,0.004,-0.046,-0.117,-0.107,-0.064,-0.121,-0.287,-0.336,-0.373,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13350.0,-1.165,-0.873,-0.876,-0.62,-0.125,0.004,-0.046,-0.118,-0.107,-0.065,-0.122,-0.289,-0.339,-0.376,0.004,0.003,0.003,0.006,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13400.0,-1.177,-0.883,-0.886,-0.624,-0.125,0.004,-0.047,-0.119,-0.108,-0.065,-0.123,-0.292,-0.341,-0.379,0.005,0.003,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13450.0,-1.188,-0.891,-0.894,-0.63,-0.126,0.003,-0.047,-0.119,-0.109,-0.066,-0.123,-0.294,-0.344,-0.382,0.005,0.003,0.005,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13500.0,-1.2,-0.901,-0.904,-0.636,-0.127,0.003,-0.048,-0.121,-0.11,-0.066,-0.124,-0.296,-0.347,-0.385,0.005,0.004,0.004,0.006,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13550.0,-1.21,-0.911,-0.912,-0.64,-0.127,0.003,-0.048,-0.121,-0.111,-0.067,-0.125,-0.298,-0.349,-0.388,0.004,0.003,0.004,0.005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13600.0,-1.221,-0.919,-0.921,-0.646,-0.128,0.003,-0.049,-0.122,-0.112,-0.067,-0.126,-0.301,-0.352,-0.391,0.004,0.003,0.004,0.006,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13650.0,-1.233,-0.928,-0.93,-0.651,-0.129,0.003,-0.05,-0.123,-0.113,-0.068,-0.127,-0.303,-0.354,-0.394,0.005,0.003,0.005,0.005,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13700.0,-1.244,-0.937,-0.939,-0.656,-0.129,0.002,-0.05,-0.124,-0.114,-0.068,-0.128,-0.305,-0.357,-0.396,0.005,0.003,0.004,0.006,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13750.0,-1.255,-0.946,-0.948,-0.662,-0.13,0.002,-0.051,-0.125,-0.115,-0.069,-0.129,-0.308,-0.359,-0.399,0.004,0.003,0.004,0.008,0.002,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.001
13800.0,-1.265,-0.955,-0.956,-0.665,-0.131,0.002,-0.051,-0.126,-0.116,-0.069,-0.13,-0.31,-0.362,-0.402,0.005,0.003,0.005,0.005,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13850.0,-1.276,-0.964,-0.965,-0.671,-0.132,0.001,-0.052,-0.127,-0.117,-0.07,-0.13,-0.312,-0.364,-0.405,0.004,0.003,0.004,0.007,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13900.0,-1.288,-0.973,-0.974,-0.676,-0.132,0.001,-0.052,-0.128,-0.118,-0.07,-0.131,-0.314,-0.367,-0.408,0.005,0.004,0.005,0.007,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
13950.0,-1.298,-0.982,-0.982,-0.681,-0.133,0.001,-0.053,-0.129,-0.118,-0.071,-0.132,-0.316,-0.369,-0.41,0.005,0.003,0.005,0.008,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001
14000.0,-1.31,-0.991,-0.992,-0.686,-0.134,0.001,-0.053,-0.13,-0.119,-0.071,-0.133,-0.319,-0.372,-0.413,0.005,0.003,0.004,0.009,0.002,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.001
14050.0,-1.319,-0.999,-0.999,-0.692,-0.135,0.0,-0.054,-0.131,-0.12,-0.072,-0.134,-0.321,-0.374,-0.416,0.004,0.003,0.005,0.01,0.002,0.002,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.001
